ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
2720,Cast in Courtlight (The Chronicles of Elantra),Michelle Sagara,MIRA,2018-1-23,Paperback,448.0,4.6
2721,Ascendant's Rite (The Moontide Quartet),David Hair,Jo Fletcher Books,2016-10-4,Paperback,848.0,4.8
2722,War Cry,Brian McClellan,Tor.com,2018-8-28,Paperback,112.0,
2723,Goblin Quest,Jim C. Hines,DAW,2006-11-7,Hardcover,352.0,4.5
2724,Shards of Time (Nightrunner),Lynn Flewelling,Del Rey,2014-4-1,Hardcover,432.0,4.5
2725,"All Spell Breaks Loose (Raine Benares, Book 6)",Lisa Shearin,Ace,2012-5-29,Paperback,304.0,4.6
2726,The Shadowed Sun (Dreamblood),N. K. Jemisin,Orbit,2012-6-12,Paperback,517.0,4.6
2727,A Crucible of Souls: Book One of the Sorcery Ascendant Sequence,Mitchell Hogan,Harper Voyager,2015-9-22,Kindle,512.0,4.2
2728,Sworn in Steel (Tale of the Kin),Douglas Hulick,Ace,2014-5-6,Paperback,432.0,4.6
2729,Legacy of Kings: Book Three of the Magister Trilogy,C.S. Friedman,DAW,2012-9-4,Hardcover,512.0,4.5
2730,Her Majesty's Wizard (A Wizard in Rhyme),Christopher Stasheff,Del Rey,1986-9-12,Hardcover,342.0,4.1
2731,Frostgrave: Into the Breeding Pits,Joseph A. McCullough,Osprey Publishing,2016-7-19,Kindle,64.0,4.2
2732,Kitty Saves the World: A Kitty Norville Novel,Carrie Vaughn,Tor Books,2015-8-4,Hardcover,336.0,4.8
2733,"Shadows Return (Nightrunner, Bk. 4)",Lynn Flewelling,Spectra,2008-6-24,Paperback,544.0,4.3
2734,The Shadow Sorceress (The Spellsong Cycle #4),L. E. Modesitt Jr.,Tor Fantasy,2002-5-19,Paperback,544.0,4.5
2735,"Storm Warning (The Mage Storms, Book 1)",Mercedes Lackey,DAW,1995-9-1,Paperback,432.0,4.4
2736,"Quest for Lost Heroes (Drenai Tales, Book 3)",David Gemmell,Del Rey,1995-5-31,Hardcover,304.0,4.4
2737,Helen and Troy's Epic Road Quest,A. Lee Martinez,Orbit,2013-7-16,Kindle,368.0,4.4
2738,The Sun God's Heir: Redemption (Book Three),Elliott Baker,Hypatia Press,2017-10-18,Kindle,380.0,4.9
2739,"Powers That Be (Petaybee, Book 1)",Anne McCaffrey,Del Rey,1994-5-1,Hardcover,384.0,4.4
2740,The Fire Sermon,Francesca Haig,Gallery Books,2016-2-2,Kindle,384.0,3.8
2741,The Shadow Weave (Spell Weaver) (Volume 2),Annette Marie,Dark Owl Fantasy Inc.,2018-1-12,Paperback,314.0,4.6
2742,Echoes of the Fourth Magic (Chronicles of Ynis Aielle),R.A. Salvatore,Del Rey,1998-9-28,Kindle,352.0,3.8
2743,Just Another Judgement Day (A Nightside Book),Simon R. Green,Ace,2009-12-29,Kindle,272.0,4.3
2744,Natural Ordermage (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,2008-4-29,Paperback,624.0,4.6
2745,The Sword of the South (War God (Weber)),David Weber,Baen,2017-1-31,Kindle,784.0,4.4
2746,Crown of Renewal (Legend of Paksenarrion),Elizabeth Moon,Del Rey,2015-2-24,Hardcover,512.0,4.3
2747,Light My Fire (Dragon Kin),G.A. Aiken,Zebra,2014-11-25,Kindle,496.0,4.8
2748,"In the Realm of the Wolf (Drenai Tales, Book 5)",David Gemmell,Del Rey,1998-4-29,Paperback,320.0,4.8
2749,The Voyage of the Jerle Shannara (3 Volumes Set),Terry Brooks,Del Rey,2003-8-26,Paperback,,4.3
2750,"The Fox (Inda, Book 2)",Sherwood Smith,DAW,2008-7-1,Kindle,784.0,4.4
2751,Faithless,Graham Austin-King,Fallen Leaf Press,2017-6-30,Paperback,404.0,4.3
2752,Frostgrave: Forgotten Pacts,Joseph A. McCullough,Osprey Games,2016-11-22,Paperback,64.0,4.6
2753,The Hob's Bargain,Patricia Briggs,Ace,2001-3-1,Kindle,288.0,4.5
2754,Wolf with Benefits (The Pride Series),Shelly Laurenston,Kensington,2015-6-30,Kindle,400.0,4.6
2755,"The Lost Road and Other Writings (The History of Middle-Earth, Vol. 5)",J.R.R. Tolkien,Del Rey,1996-9-30,Paperback,512.0,4.4
2756,"The Blasted Lands: Seven Forges, Book II",James A. Moore,Angry Robot,2014-6-24,Paperback,400.0,4.1
2757,Chaosmage (Age of Darkness),Stephen Aryan,Orbit,2016-10-11,Kindle,480.0,4.0
2758,"Golem in the Gears (The Magic of Xanth, Book 9)",Piers Anthony,Del Rey,1986-1-12,Paperback,327.0,4.5
2759,Bane and Shadow (The Empire of Storms),Jon Skovron,Orbit,2017-2-28,Kindle,544.0,4.3
2760,The Disappearance: Book One of The Rift Chronicles (Volume 1),Gale Leach,Two Cats Press,2017-11-10,Hardcover,474.0,5.0
2761,Chronicles of Eden - Act I,Alexander Gordon,Independently published,2016-12-9,Kindle,355.0,2.7
2762,El temor de un hombre sabio: Cronicas del asesin de reyes: Segundo dia (Spanish Edition),Patrick Rothfuss,Vintage Espanol,2014-2-4,Hardcover,1200.0,4.7
2763,A Conversation in Blood: An Egil & Nix Novel,Paul S. Kemp,Del Rey,2017-8-1,Kindle,288.0,4.7
2764,Tarnsman of Gor (Gorean Saga),John Norman,Open Road Media Sci-Fi & Fantasy,2014-5-13,Paperback,188.0,4.0
2765,Talion: Revenant,Michael A. Stackpole,Spectra,1997-3-31,Kindle,467.0,4.6
2766,The Fate: Book 1: Tournament Wysteria (Volume 1),John Ko,IDealSoul Stories,2016-1-10,Kindle,518.0,4.7
2767,The Swords of Night and Day: A Novel of Druss the Legend and Skilgannon the Damned (Drenai Saga: The Damned),David Gemmell,Del Rey,2005-3-1,Paperback,512.0,4.5
2768,Fall of Angels (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,1997-7-15,Paperback,608.0,4.7
2769,"Agents of Light and Darkness (Nightside, Book 2)",Simon R. Green,Ace,2003-10-28,Hardcover,240.0,4.3
2770,Echoes of Betrayal: Paladin's Legacy (Legend of Paksenarrion),Elizabeth Moon,Del Rey,2013-4-30,Kindle,496.0,4.4
2771,Precursor (Foreigner),C. J. Cherryh,DAW,2000-10-1,Paperback,464.0,4.7
2772,Indiana Jones and the Dinosaur Eggs,Max McCoy,Bantam,1996-2-1,Kindle,304.0,4.4
2773,Burning Ashes (A Ben Garston Novel),James Bennett,Orbit,2018-11-13,Paperback,400.0,
2774,The Plains of Howling Darkness (Fabled Lands) (Volume 4),Jamie Thomson,Fabled Lands Publishing,2017-3-15,Kindle,250.0,5.0
2775,Indiana Jones and the Philosopher's Stone,Max McCoy,Bantam,1995-4-1,Paperback,304.0,4.1
2776,Game of Thrones: Longclaw Collectible Sword (Miniature Editions),Running Press,Running Press Miniature Editions,2015-10-20,Paperback,64.0,4.4
2777,Flight to Eden (Cradleland Chronicles),Douglas Hirt,David C. Cook,2004-11-18,Kindle,512.0,4.7
2778,The Midnight Mayor (Matthew Swift),Kate Griffin,Orbit,2011-2-1,Hardcover,592.0,3.9
2779,"Sword in the Storm (The Rigante Series, Book 1)",David Gemmell,Del Rey,2001-1-30,Hardcover,439.0,4.3
2780,"Dragon Actually (Dragon Kin, Book 1)",G.A. Aiken,Zebra,2008-9-1,Paperback,352.0,4.5
2781,Gotrek & Felix: The Second Omnibus (Warhammer),William King,Games Workshop,2008-6-25,Hardcover,768.0,4.5
2782,"Aerie (The Dragon Jousters, Book 4)",Mercedes Lackey,DAW,2007-10-2,Paperback,448.0,4.1
2783,The Face in the Frost,John Bellairs,Open Road Media Sci-Fi & Fantasy,2014-9-30,Paperback,162.0,4.1
2784,Masques,Patricia Briggs,Ace,2010-9-28,Paperback,320.0,4.3
2785,Emergence: Dave vs. the Monsters (David Hooper Trilogy),John Birmingham,Del Rey,2015-4-28,Kindle,416.0,4.1
2786,Sparks Fly: A Novel of the Light Dragons,Katie Macalister,Berkley,2012-5-1,Paperback,352.0,4.4
2787,The Heart of Fire: DestinyQuest Book 2,Michael J. Ward,Gollancz,2018-3-6,Kindle,752.0,5.0
2788,Mortalis (The DemonWars Saga),R.A. Salvatore,Del Rey,2001-4-3,Hardcover,576.0,4.0
2789,The Queen of Blood: Book One of The Queens of Renthia,Sarah Beth Durst,Harper Voyager,2017-4-25,Paperback,416.0,4.4
2790,Priest of Bones (War for the Rose Throne),Peter McLean,Ace,2018-10-2,Hardcover,352.0,
2791,"Fire Sea (The Death Gate Cycle, Vol. 3)",Margaret Weis,Spectra,1992-2-1,Paperback,432.0,4.6
2792,The More Known World (The Oddfits Series),Tiffany Tsao,AmazonCrossing,2017-12-19,Hardcover,300.0,4.5
2793,The Nutcracker and Mouse King (Fantasy and Horror Classics),E. T. A. Hoffmann,Fantasy and Horror Classics,2015-10-16,Paperback,102.0,4.2
2794,Limits of Power (Legend of Paksenarrion),Elizabeth Moon,Del Rey,2014-4-29,Kindle,512.0,4.6
2795,Hope and Red (The Empire of Storms),Jon Skovron,Orbit,2016-6-28,Hardcover,544.0,4.2
2796,Star's Storm: Lords of Kassis,S. E. Smith,Montana Publishing,2015-11-20,Paperback,293.0,4.5
2797,Unholy War (Moontide Quartet),David Hair,Jo Fletcher Books,2016-8-2,Kindle,688.0,4.5
2798,Tarzan of the Apes,Edgar Rice Burroughs,Digireads.com,2016-1-4,Kindle,190.0,4.0
2799,Blackout (Cal Leandros),Rob Thurman,Ace,2011-3-1,Paperback,352.0,4.3
2800,Indiana Jones and the Hollow Earth,Max McCoy,Bantam,1997-2-3,Kindle,336.0,3.8
2801,Survival Quest (The Way of the Shaman Book #1),Vasily Mahanenko,Magic Dome Books,2017-4-15,Hardcover,425.0,4.6
2802,"Forging the Darksword: The Darksword Trilogy, Volume 1",Margaret Weis,Spectra,1987-12-1,Hardcover,400.0,3.8
2803,Cloak and Spider (Shadowdance),David Dalglish,CreateSpace Independent Publishing Platform,2014-7-24,Hardcover,110.0,4.4
2804,Lord of Chaos,Robert Jordan,Tor Books,2012-1-1,Hardcover,944.0,4.5
2805,In Shining Armor (Pax Arcana),Elliott James,Orbit,2016-4-26,Hardcover,464.0,4.6
2806,King of the Vagabonds: The Baroque Cycle #2,Neal Stephenson,HarperTorch,2006-2-28,Kindle,400.0,4.1
2807,Goblin War (Goblin Series),Jim C. Hines,DAW,2008-3-4,Kindle,352.0,4.6
2808,Kitty and the Midnight Hour (Kitty Norville),Carrie Vaughn,Grand Central Publishing,2005-11-1,Hardcover,288.0,4.1
2809,Gotrek & Felix: The First Omnibus (Warhammer),William King,Games Workshop,2006-8-8,Kindle,768.0,4.6
2810,"Transcendence (The Second DemonWars Saga, Book 2)",R.A. Salvatore,Del Rey,2003-4-29,Paperback,592.0,4.4
2811,Into the Labyrinth (A Death Gate Novel),Margaret Weis,Spectra,1994-7-1,Paperback,480.0,4.4
2812,King's Dagger: The Loyalist Book 1,William S Bradshaw,"Christian Faith Publishing, Inc.",2018-1-2,Kindle,350.0,5.0
2813,The CLAIMED: The Dimension Chronicles - Book One,D.E. Partridge,Independently published,2017-12-26,Paperback,183.0,5.0
2814,The Oddfits (The Oddfits Series),Tiffany Tsao,AmazonCrossing,2016-2-1,Hardcover,256.0,3.8
2815,The Black Lung Captain (Tales of the Ketty Jay),Chris Wooding,Spectra,2011-7-26,Kindle,560.0,4.6
2816,Viper's Defiant Mate: Sarafin Warriors,S. E. Smith,Montana Publishing,2015-11-20,Paperback,277.0,4.6
2817,City of Masks: (An Epic Fantasy Novel) (Bone Mask Trilogy),Ashley Capes,Close-Up Books,2017-4-2,Paperback,490.0,4.4
2818,Sister of the Dead (The Noble Dead),Barb Hendee,Ace,2005-1-4,Paperback,416.0,4.4
2819,The Wyrmling Horde: The Seventh Book of The Runelords,David Farland,Tor Fantasy,2009-9-29,Kindle,355.0,4.2
2820,Chronicles of Eden - Act XI,Alexander Gordon,Independently published,2018-1-19,Paperback,626.0,3.9
2821,"The Innocent Mage: Kingmaker, Kingbreaker -  Book One",Karen Miller,Orbit,2007-9-1,Kindle,642.0,3.5
2822,King's Shield (Inda),Sherwood Smith,DAW,2009-7-7,Hardcover,704.0,4.1
2823,BitterSweet,Lior Gavra,Lgavra,2018-1-8,Kindle,190.0,4.9
2824,The Sun God's Heir: Rebirth (BookTwo),Elliott Baker,Hypatia Press,2017-4-25,Paperback,356.0,4.6
2825,"The Wonderful World of Oz: The Wizard of Oz, The Emerald City of Oz, Glinda of Oz (Classic, 20th-Century, Penguin)",L. Frank Baum,Penguin Classics,1998-8-1,Hardcover,389.0,4.6
2826,Stormlord Rising,Glenda Larke,Orbit,2010-8-1,Hardcover,704.0,4.5
2827,Blue Moon Rising (Darkwood),Simon R. Green,Ace,2005-9-6,Hardcover,480.0,4.1
2828,"Dark Moon Defender (The Twelve Houses, Book 3)",Sharon Shinn,Ace,2007-9-25,Paperback,480.0,4.4
2829,The Last Hunter - Pursuit (Book 2 of the Antarktos Saga),Jeremy Robinson,Breakneck Media,2011-5-19,Kindle,272.0,4.8
2830,The Vale: Behind the Vale,Brian D Anderson,Brian D. Anderson,2018-3-20,Paperback,326.0,4.5
2831,Firestorm (The Worldmaker Trilogy),Lucy Hounsom,Pan Macmillan,2018-3-1,Paperback,512.0,3.5
2832,Secrets of the Wolves: A Novel (The Wolf Chronicles),Dorothy Hearst,Simon & Schuster,2012-7-24,Kindle,384.0,4.6
2833,Marion Zimmer Bradley's Ancestors of Avalon,Diana L. Paxson,Ace,2005-6-7,Hardcover,384.0,3.8
2834,A Goblin's Tale (The Iron Teeth),Scott Straughan,Scott Straughan,2017-5-23,Hardcover,394.0,4.7
2835,Low Midnight (Kitty Norville),Carrie Vaughn,Tor Books,2014-12-30,Paperback,320.0,4.3
2836,Transformation (Rai Kirah),Carol Berg,Ace,2000-8-1,Kindle,448.0,4.6
2837,Kitty Rocks the House (Kitty Norville),Carrie Vaughn,Tor Books,2013-3-26,Kindle,336.0,4.3
2838,"Chill Factor (Weather Warden, Book 3)",Rachel Caine,Ace,2005-1-4,Hardcover,352.0,4.3
2839,Dragon's Trail (The Outworlders) (Volume 1),Joseph Malik,Oxblood Books,2017-10-1,Hardcover,390.0,4.5
2840,PHANTOM COMPLETE AVON NOVELS VOLUME #2 SLAVE MARKET OF MUCAR,Lee Falk,Hermes Press,2017-2-14,Paperback,160.0,4.0
2841,"King's Dragon (Crown of Stars, Vol. 1)",Kate Elliott,DAW,1998-2-1,Paperback,640.0,4.0
2842,Beyond Redemption,Michael R Fletcher,Harper Voyager,2015-6-16,Kindle,512.0,4.4
2843,Roadkill (Cal Leandros),Rob Thurman,Ace,2010-3-2,Hardcover,352.0,4.4
2844,"Devlin's Justice (Sword of Change, Book 3)",Patricia Bray,Spectra,2004-3-30,Paperback,400.0,3.6
2845,Reign of Iron (Iron Age),Angus Watson,Orbit,2015-9-29,Hardcover,560.0,4.4
2846,Clash of Iron (Iron Age),Angus Watson,Orbit,2015-4-14,Paperback,560.0,4.0
2847,"Sea of Silver Light (Otherland, Book 4)",Tad Williams,Daw Books,2002-4-1,Hardcover,1072.0,4.6
2848,Magic on the Hunt,Devon Monk,Ace,2011-0-0,Paperback,368.0,4.3
2849,An Echo of Things to Come (The Licanius Trilogy),James Islington,Orbit,2018-6-12,Paperback,784.0,4.6
2850,"Magic Lost, Trouble Found (Raine Benares, Book 1)",Lisa Shearin,Ace,2007-5-29,Kindle,352.0,4.1
2851,Darkened Blade (A Fallen Blade Novel),Kelly McCullough,Ace,2015-4-28,Hardcover,320.0,4.3
2852,"Skybowl (Dragon Star, Book 3)",Melanie Rawn,DAW,1994-3-1,Paperback,776.0,4.8
2853,Frostgrave: Thaw of the Lich Lord,Joseph A. McCullough,Osprey Publishing,2015-11-17,Paperback,64.0,4.8
2854,Inish Clare (The Pirate Queen) (Volume 2),Jennifer Rose McMahon,City Owl Press,2017-9-5,Paperback,256.0,4.6
2855,The Golden Sword,John John,CreateSpace Independent Publishing Platform,2018-3-4,Kindle,119.0,3.8
2856,The Song of All (Legacy of the Heavens),Tina LeCount Myers,Night Shade Books,2018-2-20,Hardcover,452.0,3.3
2857,An Affinity for Steel: The Aeons' Gate Trilogy,Sam Sykes,Orbit,2016-6-7,Kindle,1472.0,3.8
2858,"The Phoenix Transformed (Enduring Flame, Book 3) (The Enduring Flame)",Mercedes Lackey,Tor Fantasy,2010-8-3,Hardcover,800.0,3.6
2859,Chasing the Moon,A. Lee Martinez,Orbit,2012-2-1,Kindle,336.0,4.2
2860,The Light Knight,Forrest Staley,Independently published,2018-2-14,Hardcover,423.0,3.7
2861,The Spear of Shadows (Eight Lamentations),Josh Reynolds,Games Workshop,2018-3-6,Paperback,400.0,
2862,Gargoyle Guardian Chronicles Books 1-3,Rebecca Chastain,Mind Your Muse Books,2017-9-16,Hardcover,466.0,4.8
2863,"Cape Storm (Weather Warden, Book 8)",Rachel Caine,Ace,2009-8-4,Kindle,320.0,3.8
2864,Way of the Wolf: Book One Of The Vampire Earth,E.E. Knight,Ace,2003-9-2,Paperback,400.0,4.2
2865,Spirits of Falajen (Sethi's Song),Ginger Salazar,Independently published,2018-1-7,Kindle,447.0,4.5
2866,The Spellsong War (Spellsong Cycle #2),L. E. Modesitt Jr.,Tor Fantasy,1999-1-15,Hardcover,657.0,4.3
2867,"The Magic Kingdom of Landover, Vol. 1",Terry Brooks,Del Rey,2009-8-18,Paperback,736.0,4.5
2868,Moonshine (Cal Leandros),Rob Thurman,Ace,2007-3-6,Paperback,352.0,4.3
2869,Outlaw of Gor (Gorean Saga),John Norman,Open Road Media Sci-Fi & Fantasy,2014-5-6,Paperback,220.0,4.2
2870,"The Younger Gods (The Dreamers, Book 4)",David Eddings,Warner Books,2007-3-1,Hardcover,432.0,3.1
2871,The Firebrand,Marion Zimmer Bradley,Ace,2003-5-6,Kindle,608.0,4.4
2872,Suicide Kings: A Wild Cards Novel,George R. R. Martin,Tor Science Fiction,2010-12-28,Paperback,608.0,4.3
2873,The Spirit Thief (Eli Monpress Book 1),Rachel Aaron,Orbit,2010-10-1,Paperback,368.0,3.9
2874,Hero of Thera,Eric Nylund,Eric Nylund,2017-3-8,Paperback,476.0,4.8
2875,The New World: Book Three in The Age of Discovery,Michael A. Stackpole,Spectra,2007-7-24,Hardcover,399.0,3.8
2876,The Savage Dead,Joe Mckinney,Pinnacle,2013-9-3,Paperback,368.0,4.1
2877,Hunted (A Seventeen Series Novel),A.D. Starrling,AD STARRLING,2016-8-31,Paperback,400.0,4.5
2878,The Star Scroll: Dragon Prince #2,Melanie Rawn,DAW,2005-7-5,Kindle,560.0,4.4
2879,Destin's Hold: The Alliance,S. E. Smith,Montana Publishing,2017-2-14,Kindle,321.0,4.7
2880,Indiana Jones and the Dance of the Giants,Rob Macgregor,Bantam,1991-5-1,Kindle,304.0,4.0
2881,Indiana Jones and the Seven Veils (A Bantam Falcon book),Rob Macgregor,Bantam,1991-11-1,Hardcover,304.0,3.6
2882,Mark Tyner - Rescue in the Virtual World: Mark Tyner and the Virtual World - Book Two,James Clapper,Independently published,2018-3-5,Kindle,77.0,
2883,"Elric: The Sleeping Sorceress (Chronicles of the Last Emperor of Melniboné, Vol. 3)",Michael Moorcock,Del Rey,2008-11-25,Paperback,335.0,4.2
2884,The House of Gaian (Tir Alainn Trilogy),Anne Bishop,Roc,2003-10-7,Paperback,432.0,4.4
2885,Corum - The Queen of The Swords: The Eternal Champion,Michael Moorcock,Titan Books,2015-6-2,Kindle,240.0,4.4
2886,The Mongrel Mage (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,2018-10-2,Paperback,768.0,4.1
2887,"Children of Fire (The Chaos Born, Book One)",Drew Karpyshyn,Del Rey,2014-5-6,Hardcover,512.0,4.0
2888,The Beating of His Wings (Left Hand of God),Paul Hoffman,Berkley,2014-12-2,Paperback,512.0,3.8
2889,Damia (A Tower and Hive Novel),Anne McCaffrey,Ace,1993-2-1,Hardcover,352.0,4.6
2890,The Sun God's Heir: Return Book One,Elliott Baker,Tensegrity Press,2017-1-18,Paperback,358.0,4.6
2891,The Phantom Castle (The Way of the Shaman: Book #4),Vasily Mahanenko,Magic Dome Books,2017-4-17,Hardcover,591.0,4.1
2892,Song of Edmon (The Fracture Worlds),Adam Burch,47North,2017-9-1,Paperback,444.0,4.0
2893,Rebel Fay (Noble Dead),Barb Hendee,Ace,2008-1-2,Paperback,416.0,4.2
2894,The Final Programme: The Cornelius Quartet 1 (The Eternal Champion),Michael Moorcock,Titan Books,2016-2-2,Kindle,240.0,3.9
2895,The Phantom: The Complete Avon Novels: Volume #3: The Scorpia Menace!,Lee Falk,Hermes Press,2017-10-3,Hardcover,128.0,5.0
2896,Hell Bent: A Broken Magic Novel,Devon Monk,Ace,2013-11-5,Hardcover,368.0,4.4
2897,On Dragonwings (Dragonsdawn / Dragonseye / Moreta) (Pern),Anne McCaffrey,Del Rey,2003-9-30,Hardcover,912.0,4.7
2898,Wit'ch Storm (The Banned and the Banished #2),James Clemens,Del Rey,2000-5-2,Kindle,528.0,4.3
2899,Forge of Darkness: Book One of the Kharkanas Trilogy (A Novel of the Malazan Empire),Steven Erikson,Tor Books,2014-9-16,Kindle,688.0,4.2
2900,Curse (Blur Trilogy),Steven James,Skyscape,2016-5-24,Paperback,490.0,4.5
2901,Well-Tempered Clavicle: A Fabulous Escapade in the Land of Xanth,Piers Anthony,Tor Fantasy,2012-8-28,Paperback,304.0,4.4
2902,Hawkwood and the Kings (The Monarchies of God),Paul Kearney,Solaris,2010-7-27,Paperback,704.0,4.5
2903,Warcraft Official Movie Novelization,Christie Golden,Titan Books,2016-6-7,Paperback,304.0,4.5
2904,"Elric In the Dream Realms (Chronicles of the Last Emperor of Melniboné, Vol. 5)",Michael Moorcock,Del Rey,2009-10-27,Kindle,448.0,4.1
2905,"The Prodigal Mage (Fisherman's Children, Book 1)",Karen Miller,Orbit,2010-6-1,Paperback,656.0,3.5
2906,Mystical Greenwood (One With Nature),Andrew McDowell,Mockingbird Lane Press,2017-11-1,Paperback,400.0,
2907,The Troupe,Robert Jackson Bennett,Orbit,2012-2-21,Kindle,512.0,4.1
2908,"Acacia: The War with the Mein (Acacia, Book 1)",David Anthony Durham,Anchor,2008-8-26,Hardcover,768.0,3.8
2909,Of the Divine: Mancer: Book Two (Mancer Trilogy),Amelia Atwater-Rhodes,Harper Voyager Impulse,2017-10-17,Kindle,592.0,4.0
2910,The Ambassador's Mission (The Traitor Spy Trilogy),Trudi Canavan,Orbit,2011-4-1,Kindle,560.0,3.9
2911,The Iron Hound: The Hallowed War 2,Tim Akers,Titan Books,2017-8-22,Kindle,400.0,5.0
2912,"When Darkness Falls (The Obsidian Trilogy, Book 3)",Mercedes Lackey,Tor Fantasy,2007-5-1,Kindle,602.0,4.6
2913,In Her Name: Empire,Michael R. Hicks,Imperial Guard Publishing,2012-3-20,Kindle,312.0,4.5
2914,The Autumn Republic (The Powder Mage Trilogy),Brian McClellan,Orbit,2016-1-5,Hardcover,640.0,4.6
2915,The Heroes,Joe Abercrombie,Orbit,2011-10-21,Kindle,592.0,4.5
2916,"The Last Mortal Bond: Chronicle of the Unhewn Throne, Book III",Brian Staveley,Tor Books,2017-3-14,Paperback,672.0,4.2
2917,Tower Lord (A Raven's Shadow Novel),Anthony Ryan,Ace,2015-6-2,Kindle,624.0,4.2
2918,"The Providence of Fire: Chronicle of the Unhewn Throne, Book II",Brian Staveley,Tor Books,2015-12-8,Kindle,624.0,4.3
2919,Information Cloud: Science fiction and fantasy series (Tales of Cinnamon City),Peter James West,Independently published,2017-6-24,Kindle,367.0,3.7
2920,Oathbringer: Book Three of the Stormlight Archive,Brandon Sanderson,Tor Books,2018-10-30,Hardcover,1264.0,4.6
2921,The Dread Wyrm (The Traitor Son Cycle),Miles Cameron,Orbit,2015-10-20,Paperback,608.0,4.6
2922,The Plague of Swords (The Traitor Son Cycle),Miles Cameron,Orbit,2016-10-25,Hardcover,512.0,4.6
2923,Hereticus (Eisenhorn),Dan Abnett,Games Workshop,2015-9-15,Hardcover,416.0,4.7
2924,Armor,John Steakley,DAW,1984-12-4,Hardcover,432.0,4.4
2925,Princeps' Fury (Codex Alera),Jim Butcher,Ace,2009-11-24,Hardcover,640.0,4.7
2926,Dragon Rampant: Fantasy Wargaming Rules (Osprey Wargames),Daniel Mersey,Osprey Games,2015-12-22,Kindle,64.0,4.7
2927,The Return of the Black Company (Chronicles of The Black Company),Glen Cook,Tor Books,2009-9-15,Paperback,672.0,4.5
2928,Assail: A Novel of the Malazan Empire (Novels of the Malazan Empire),Ian C. Esslemont,Tor Books,2014-8-5,Hardcover,544.0,4.3
2929,Treachery's Tools (The Imager Portfolio),L. E. Modesitt Jr.,Tor Fantasy,2017-10-3,Paperback,640.0,4.4
2930,Academ's Fury,Jim Butcher,Ace,2006-11-28,Kindle,720.0,4.6
2931,"The Magic of Recluce (Recluce series, Book 1)",L. E. Modesitt Jr.,Tor Fantasy,1992-5-15,Kindle,512.0,4.1
2932,Range of Ghosts (The Eternal Sky),Elizabeth Bear,Tor Books,2013-1-29,Hardcover,352.0,4.3
2933,The Vagrant (The Vagrant Trilogy),Peter Newman,HarperVoyager,2016-5-10,Kindle,416.0,3.7
2934,"The Lily and the Lion (The Accursed Kings, Book 6)",Maurice Druon,HarperCollins,2015-1-1,Kindle,432.0,4.5
2935,"The King Without a Kingdom (The Accursed Kings, Book 7)",Maurice Druon,HarperCollins,2016-3-29,Paperback,368.0,3.3
2936,"The Poisoned Crown (The Accursed Kings, Book 3)",Maurice Druon,HarperCollins,2014-1-2,Kindle,320.0,4.4
2937,Antiagon Fire: The Seventh Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2014-3-25,Paperback,576.0,4.4
2938,The Golden Princess (A Novel of the Change),S. M. Stirling,Ace,2015-9-1,Hardcover,560.0,3.9
2939,Scholar: The Fourth Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2012-9-25,Paperback,672.0,4.4
2940,"The She-Wolf (The Accursed Kings, Book 5)",Maurice Druon,HarperCollins,2014-9-25,Kindle,464.0,4.6
2941,Under Heaven,Guy Gavriel Kay,Ace,2011-5-3,Hardcover,608.0,4.5
2942,"The Victorious Opposition (American Empire, Book Three) (Southern Victory: American Empire)",Harry Turtledove,Del Rey,2004-4-27,Paperback,640.0,4.1
2943,Princeps: The Fifth Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2013-3-26,Hardcover,688.0,4.4
2944,"Cursor's Fury (Codex Alera, Book 3)",Jim Butcher,Ace,2007-11-27,Kindle,704.0,4.7
2945,Dust of Dreams: Book Nine of The Malazan Book of the Fallen,Steven Erikson,Tor Fantasy,2010-11-30,Hardcover,1280.0,4.3
2946,Monstrous Regiment: A Novel of Discworld,Terry Pratchett,Harper,2014-7-29,Paperback,464.0,4.4
2947,March Upcountry (March Upcountry (Paperback)),David Weber,Baen,2002-5-1,Hardcover,608.0,4.4
2948,"Captain's Fury (Codex Alera, Book 4)",Jim Butcher,Ace,2008-11-25,Kindle,656.0,4.7
2949,Cyador's Heirs (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,2015-3-31,Kindle,736.0,4.5
2950,"The Curse of the Mistwraith (Wars of Light & Shadow, Book 1)",Janny Wurts,HarperVoyager,2004-11-1,Hardcover,848.0,3.9
2951,"The Emperor's Blades: Chronicle of the Unhewn Throne, Book I",Brian Staveley,Tor Books,2014-8-26,Kindle,496.0,4.4
2952,"Furies of Calderon (Codex Alera, Book 1)",Jim Butcher,Ace,2005-6-28,Hardcover,688.0,4.4
2953,Rex Regis: The Eighth Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2014-12-30,Hardcover,640.0,4.5
